mode,model,n_queries,n_fraud,n_legit,auc,auprc,recall_at_0_5,precision_at_0_5,f1_at_0_5,tp,fp,fn,latency_s_p50,latency_s_p95,latency_s_mean,wall_time_s,input_tokens_total,output_tokens_total,cost_usd_total,cost_usd_per_query,cost_usd_at_1k_qps_per_day,seed,raw_data_source
simulate,claude-opus-4-7,200,20,180,0.6225,0.35122716815016986,0.3,0.8571428571428571,0.4444444444444444,6,1,14,1.8069803809792244,2.4923078535677523,1.8162843168403366,2.5861770999617875,117148,15172,2.8951199999999995,0.014475599999999998,1250691.8399999999,42,C:\Users\antho\OneDrive\Desktop\Mark\ALL\DATA_SCIENTIST\Sentinel\data\raw\sparkov_test.csv
